42.000000,22.000000,19.000000,0.000000,1.000000,0.000000,1.000000,
38.000000,22.000000,18.000000,1.000000,0.000000,0.000000,1.000000,
39.000000,23.000000,18.000000,0.000000,1.000000,0.000000,1.000000,
40.000000,22.000000,18.000000,1.000000,0.000000,1.000000,0.000000,
40.000000,23.000000,18.000000,1.000000,1.000000,0.000000,1.000000,
39.000000,23.000000,18.000000,0.000000,1.000000,0.000000,1.000000,
38.000000,22.000000,19.000000,1.000000,0.000000,0.000000,1.000000,
39.000000,23.000000,18.000000,1.000000,0.000000,1.000000,1.000000,
39.000000,22.000000,18.000000,1.000000,0.000000,1.000000,1.000000,
38.000000,21.000000,18.000000,0.000000,1.000000,0.000000,1.000000,
39.000000,22.000000,18.000000,0.000000,0.000000,0.000000,0.000000,
38.000000,22.000000,18.000000,1.000000,0.000000,1.000000,0.000000,
38.000000,22.000000,18.000000,1.000000,0.000000,1.000000,0.000000,
39.000000,21.000000,18.000000,1.000000,0.000000,1.000000,0.000000,
42.000000,24.000000,21.000000,1.000000,0.000000,1.000000,0.000000,
42.000000,22.000000,20.000000,0.000000,1.000000,0.000000,1.000000,
41.000000,22.000000,20.000000,1.000000,0.000000,1.000000,0.000000,
43.000000,23.000000,19.000000,1.000000,0.000000,1.000000,0.000000,
42.000000,22.000000,18.000000,1.000000,1.000000,0.000000,1.000000,
41.000000,22.000000,19.000000,0.000000,1.000000,0.000000,1.000000,
40.000000,22.000000,18.000000,1.000000,1.000000,0.000000,1.000000,
41.000000,23.000000,20.000000,0.000000,0.000000,1.000000,0.000000,
44.000000,21.000000,19.000000,1.000000,0.000000,1.000000,0.000000,
41.000000,22.000000,18.000000,1.000000,0.000000,1.000000,0.000000,
40.000000,21.000000,19.000000,1.000000,0.000000,1.000000,0.000000,
40.000000,22.000000,18.000000,1.000000,0.000000,1.000000,0.000000,
40.000000,23.000000,19.000000,1.000000,0.000000,1.000000,0.000000,
41.000000,22.000000,19.000000,0.000000,0.000000,0.000000,0.000000,
40.000000,22.000000,18.000000,0.000000,1.000000,0.000000,0.000000,
38.000000,24.000000,20.000000,1.000000,0.000000,1.000000,1.000000,
